# Trace from filein = ./62270n01                                                                                                                   
#   time        TE0                                                                                                                          
   2.4873E+00   1.6919E+00
   2.4878E+00   1.6931E+00
   2.4888E+00   1.6949E+00
   2.4888E+00   1.6949E+00
   2.4888E+00   1.6949E+00
   2.4888E+00   1.6949E+00
   2.4888E+00   1.6949E+00
   2.4889E+00   1.6949E+00
   2.4889E+00   1.6949E+00
   2.4889E+00   1.6950E+00
   2.4889E+00   1.6950E+00
   2.4889E+00   1.6950E+00
   2.4889E+00   1.6951E+00
   2.4889E+00   1.6952E+00
   2.4890E+00   1.6952E+00
   2.4892E+00   1.6953E+00
   2.4894E+00   1.6954E+00
   2.4898E+00   1.6956E+00
   2.4901E+00   1.6958E+00
   2.4906E+00   1.6961E+00
   2.4911E+00   1.6963E+00
   2.4914E+00   1.6965E+00
   2.4921E+00   1.6970E+00
   2.4921E+00   1.6970E+00
   2.4921E+00   1.6970E+00
   2.4921E+00   1.6970E+00
